atp_id,sheet,excel_row,sl_test_number,sl_atp_id,test_objective,test_data,steps,expected_result,pass_fail,comments
OF_008,OF,8,,,Onboarding,Close Cover Page Info Page,1. Download and Launch App | 2.  Go to Load Cleaning Sheet Page in onboarding | 3. Press next | 4. Press the info button,"Pop up appears |  | ""  |  | (Picture of cleaning sheet) |  | Use the Cleaning Sheet... | * before loading any paper. | * if streaks appear on your prints. | """,,
OF_009,OF,9,,,Onboarding,Ready Paper Roll Page,1. Download and Launch App | 2. Go to Close Cover page in onboarding | 3. Press next," | Page Appears  |  | ""					Skip all |  |  | Ready Paper Roll | (a) Once the cleaning sheet it out, remove the cover and | twist the cap off the end of the holder. | (b) Place the paper roll onto the paper roll holder and | twist the cap back onto the end of the holder until it | clicks in place | (Prev)                            (Next)""",,
OF_010,OF,10,,,Onboarding,Load Paper Roll Page,1. Download and Launch App | 2. Go to Ready Paper Roll page in onboarding | 3. Press next | ," | Page Appears  |  | ""					Skip all |  |  | Load Paper Roll |  | Feed edge of paper into slot until it reaches the stopper. |  | (Prev)                            (Next)""",,
OF_011,OF,11,,,Onboarding,Load Paper Roll Info Page,1. Download and Launch App | 2. Go to Ready Paper Roll page in onboarding | 3. Press next | 4. Press Info,"Pop up appears:  | ""Each roll of paper has a sticker on | the starting edge which allows the | printer to calibrate. Ensure the printer  | is powered on when loading, | and it will calibrate automatically. |  | Also make sure to buy HP Sprocket  | Panorama Photo Paper Roll for use | with HP Sprocket Panorama.""",,
OF_012,OF,12,,,Onboarding,Close Cover (Paper Loading) Page,1. Download and Launch App | 2. Go to Load Paper Roll page in onboarding | 3. Press next," | Page Appears  |  | ""					Skip all |  |  | Close Cover | Place the paper roll holder back inside and make sure it | clicks in before closing the cover. |  | NOTE: Printer will automatically start calibrating and will | print a calibration barcode sticker. |  | (Prev)                            (Next)""",,
OF_013,OF,13,,,Onboarding,Cut Barcode Sticker Page,1. Download and Launch App | 2. Go to Close Cover (Paper Loading) Page in onboarding | 3. Press next," |  |  |  |  |  | Page Appears  |  | ""					Skip all |  | Cut Barcode Sticker |  | After printer automatically prints the calibration barcode | sticker, press down on the paper cutter to remove it.  |  | (Prev)                            (Next)""",,
OF_014,OF,14,,,Onboarding,Get Connected Page,1. Download and Launch App | 2. Go to Cut Barcode Sticker Page in onboarding | 3. Press next," | Page Appears  |  | ""					Skip all |  | Get Connected |  | Bluetooth(R) and printer turned on? Connect your | mobile device to the printer. |  |  | (Prev)                            (Next)""",,
OF_015,OF,15,,,Onboarding,Get Connected Info Page,1. Download and Launch App | 2. Go to Get Connected Page in onboarding | 3. Press info button ," | Pop up appears:  | ""Unable to connect?  | Three users can connect to the | printer. Check who is printing and | connect when someone finishes.  |  | Still have questions? | See the HP Sprocket Panorama | (Hyperlink [User Guide.])""",,
OF_016,OF,16,,,Onboarding,Get Connected Info Page User Guide Hyperlink,1. Download and Launch App | 2. Go to Get Connected Page in onboarding | 3. Press info button  | 4. Press User Guide Hyperlink,User will be taken to user guide,,
OF_017,OF,17,,,Onboarding,Connection,1. Download and Launch App | 2. Go to Get Connected Page in onboarding | 3. Press next and allow all permissions | 4. Connect the HP500,The device should connect,,
OF_018,OF,18,,,Onboarding,Devices Paired Page,1. Download and Launch App | 2. Go to Get Connected Page in onboarding | 3. Press next and allow all permissions | 4. Connect the HP500," |  | Page Appears  |  | "" |  | Your devices are  | Paired! |  | (Continue)""",,
OF_019,OF,19,,,Onboarding,Devices Paired Page Continue ,1. Download and Launch App | 2. Go to Get Connected Page in onboarding | 3. Press next and allow all permissions | 4. Connect the HP500 | 5. Press continue,Takes user to Landing Page,,
OF_020,OF,20,,,Onboarding,Skip Onboarding,1. Download and Launch App | 2. Sign in | 3. Press skip all,Takes user to Landing Page,,
Hamburger_Menu_002,Hamburger Menu,2,,,Hamburger Menu,Permissions Pop Up,1. Skip onboarding | 2. Select Hamburger Icon | 3. Select manage Printers | 4. Allow Permissions,"Bluetooth Permissions should be prompted if onboarding was skipped, | permissions should grant and the app should search for a device.",,
Hamburger_Menu_003,Hamburger Menu,3,,,Hamburger Menu,App Setttings Page,1. Skip onboarding | 2. Select Hamburger Icon | 3. Select App Settings,"Page will show |  | ""Permissions | Camera, Gallery, Notifications... |  | Display app hints (Toggle) |  | Use Only Wifi With Google Photos (Toggle) |  | App Version (Version Number)""",,
Hamburger_Menu_004,Hamburger Menu,4,,,Hamburger Menu,App Setttings Page Permissions,1. Skip onboarding | 2. Select Hamburger Icon | 3. Select App Settings | 4. Select Permissions, | The native app settings on the end user  | device will be brought up. ,,
Hamburger_Menu_005,Hamburger Menu,5,,,Hamburger Menu,App Setttings Page App Hints Toggle,1. Skip onboarding | 2. Select Hamburger Icon | 3. Select App Settings | 4. Select Display app hints (Toggle),App  hints will toggle off or on depending on state ,,
Hamburger_Menu_006,Hamburger Menu,6,,,Hamburger Menu,App Setttings Page Google Wifi Toggle,1. Skip onboarding | 2. Select Hamburger Icon | 3. Select App Settings | 4. Use Only Wifi With Google Photos (Toggle),Goggle photos over wifi will toggle off or on depending on state ,,
Hamburger_Menu_007,Hamburger Menu,7,,,Hamburger Menu,Account Settings Page (Not signed in),1. Skip onboarding and don't sign in | 2. Select Hamburger Icon | 3. Select Account Settings,Join now button will appear since user didn't sign in,,
Hamburger_Menu_008,Hamburger Menu,8,,,Hamburger Menu,Account Settings Page Join Now Button,1. Skip onboarding and don't sign in | 2. Select Hamburger Icon | 3. Select Account Settings and join now,User will be sent to signup/login page,,
Hamburger_Menu_009,Hamburger Menu,9,,,Hamburger Menu,Account Settings Page (Signed in),1. Skip onboarding and don't sign in | 2. Select Hamburger Icon | 3. Select Account Settings," |  | Page will show |  | ""Change Password |  |  | Log Out |  | Delete account |  |  | """,,
Hamburger_Menu_010,Hamburger Menu,10,,,Hamburger Menu,Account Settings Page Change Password,1. Go to account settings>change password | ," |  | Page will show |  | ""Current password | New Password |  | Confrim new password | Password must be at least eight characters long, have at least one digit, one uppercase letter, and one lowercase letter | Save | """,,
Hamburger_Menu_011,Hamburger Menu,11,,,Hamburger Menu,Account Settings Page Change Password Parameters,1. Go to account settings>change password | 2. Enter the wrong password for current pass | 3. Enter Testpass1 for new pass,"Page will show |  | "" | Alert |  | Current password is incorrect |  | """,,
Hamburger_Menu_012,Hamburger Menu,12,,,Hamburger Menu,Account Settings Page Change Password Parameters,1. Go to account settings>change password | 2. Enter TestPass1 for current pass | 3. Enter Testpass1 for new pass,"Page will show |  | "" | Alert |  | You have entered old password |  | """,,
Hamburger_Menu_013,Hamburger Menu,13,,,Hamburger Menu,Account Settings Page Change Password Parameters,1. Go to account settings>change password | 2. Enter TestPass1 for current pass | 3. Enter testpass1 for new pass," |  |  | Page will show |  | "" | At least eight characters long, have at least one digit,  | one uppercase letter, and one lowercase letter |  | """,,
Hamburger_Menu_014,Hamburger Menu,14,,,Hamburger Menu,Account Settings Page Change Password Parameters,1. Go to account settings>change password | 2. Enter TestPass1 for current pass | 3. Enter t for new pass," |  |  | Page will show |  | "" | At least eight characters long, have at least one digit,  | one uppercase letter, and one lowercase letter |  | """,,
Hamburger_Menu_015,Hamburger Menu,15,,,Hamburger Menu,Account Settings Page Change Password Parameters,1. Go to account settings>change password | 2. Enter TestPass1 for current pass | 3. Enter testpass for new pass," |  |  | Page will show |  | "" | At least eight characters long, have at least one digit,  | one uppercase letter, and one lowercase letter |  | """,,
Hamburger_Menu_016,Hamburger Menu,16,,,Hamburger Menu,Account Settings Page Change Password Parameters,1. Go to account settings>change password | 2. Enter the correct password for current pass | 3. Enter Testpass1 for new pass | 4. Enter TestP@ss1 for confirm," |  |  | Page will show |  | "" | At least eight characters long, have at least one digit,  | one uppercase letter, and one lowercase letter |  | """,,
Hamburger_Menu_017,Hamburger Menu,17,,,Hamburger Menu,Account Settings Page Change Password Parameters,1. Go to account settings>change password | 2. Enter TestPass1 for current pass | 3. Enter testpass for new pass,Password changed successfully,,
Hamburger_Menu_018,Hamburger Menu,18,,,Hamburger Menu,Logout Pop Up,1. Go to account settings>log out | ," | Pop Up | "" Log out of Sprocket App?  |  | Would you like to log out of the Sprocket App? |  | Sign Out |  | Cancel |  | """,,
Hamburger_Menu_019,Hamburger Menu,19,,,Hamburger Menu,Log Out,1. Go to account settings>logout | 2. Log out ,User will be sent to signup/login page,,
Hamburger_Menu_020,Hamburger Menu,20,,,Hamburger Menu,Delete Account,1. Go to account settings>delete account," | Pop Up | ""Are you sure you'd like to delete | Your account?  |  | Please press Confirm Delete to complete deleting | Your account |  | Confirm Delete | Cancel""",,
Hamburger_Menu_021,Hamburger Menu,21,,,Hamburger Menu,Delete Account Pop Up,1. Go to account settings>delete account | 2. Delete account ,"Pop Up | ""Account Deleted |  | Thank you for using HP Sprocket |  | (Okay) """,,
Hamburger_Menu_022,Hamburger Menu,22,,,Hamburger Menu,Help Page (Reset Printer),1.  How to & Help | 2. Go to Reset Printer,"Page will appear with image of reset and  | ""If you have connectivity issues, press and hold the | small button on bottom of printer until it turns off. The printer will automatically restart. |  | When you complete a hardware reset, your | personalised settings will be save (Custom Name, Personal Color, etc.)."".",,
Hamburger_Menu_023,Hamburger Menu,23,,,Hamburger Menu,Help Page (Set Up Printer),1. Go to How to & Help | 2. Go to Set Up Printer,"Pages will appear. |  | Page 1: Charge + Power On | (Image) | Plug in the USB cord to charge and automatically power on the  | printer. When not charging, press and hold the power button | until the LEDs light up.  | (Next) |  | Page 2: | (Image) | Load Paper Roll | Lift the lid to remove. Load the paper roll by inserting the blue  | card first with its barcode facing-down. | (Next) |  | Page 3: | (Image) | Get Connected | Bluetooth(R) and printer turned on? Connect you mobile device | to the printer. | (Next)",,
Hamburger_Menu_024,Hamburger Menu,24,,,Hamburger Menu,Help Page (Set Up Printer) Info Buttons,1. Go to How to & Help | 2. Go to Set Up Printer | 3. Press the info buttons when they appear.  , | Page 2 Info button: | (Image) | The blue card inproves print quality and will | eject after it cleans and calibrates the printer.We | reccomend you keep it handy in casae needed | later.  |  | Also make sure to buy HP Sprocket Panorama  | Photo Paper Roll for use with HP Sprocket Panorama | Photo Paper Roll for use with HP Sprocket | Panorama |  |  | Page 3 Info Button:  | Unable to connect? | Three users can connect to the printer. Check | who is printing and connected when someone | finishes. |  | Still have questions? | See the HP Sprocket Panorama (USER GUIDE HYPERLINK.),,
Hamburger_Menu_025,Hamburger Menu,25,,,Hamburger Menu,Help Page (Print Quality Tips and Tricks),1. Go to How to & Help | 2. Go to Print Quality Tips and Tricks," | Print Quality Tips and Tricks |  | (Image) |  | Many factors can influence your print quality. For great | prints, check our list of tips and see what you like | best. |  |  | (Use the colored Print Quality Card) | (Update the firmware) | (Edit Photos) | (Use HP Paper) | (Cool Down) |  | Use the colored Print Quality Card |  | Each roll of HP Sprocket Panorama paper has a special blue card. | This is the HP Print Quality Card. Always load the card from the  | same roll of photo paper as is currently in the printer. This card | cleans, calibrates, and prepares your printer for that specific roll | of paper! Keep the colored sheet close by when printing.  |  | Think you see some print issues? Load the colored sheet again in | the printer to fine tune the print quality for that roll of paper. | When you open a new roll of paper, repeat the process every | time! As a reminder, load the colored card into the paper slot with | the barcode facing down.",,
Hamburger_Menu_026,Hamburger Menu,26,,,Hamburger Menu,Help Page (Print Quality Tips and Tricks) (Continued),1. Go to account How to & Help | 2. Go to Print Quality Tips and Tricks,"Update Firmware |  | Keep your printer firmware up to date. Make sure your printer is | charged at least 25% to update your firmware. You will be | automatically prompted when firmware updates are available. | The update will take a few minutes. During this time, stay in the | Sprocket Panorama app and if possible, connect your phone to a | power source during the update to prevent interruptions. |  | Edit Photos |  | Use the Sprocket app editing features to adjust color, brightness, contrast, and other factors in your prints, such as adding text and drawings. |  | Use HP Paper |  | We reccomend using HP branded paper for the best results. You can | purchase genuine HP Sprocket Photo Paper at (Hyperlink  https://sprocketprinters.com/collections/paper-and-cartridges). Store your | photo paper roll in a cool, dry place and avoid contact with water. |  | Cool Down |  | Allow a few minutes for your printer to cool down between | prints. Sprocket priners use heat to activate hidden ink in | your photo paper-with prints sent back-to-back, your printer | works overtime to keep cool! If you get an app message warning | about the printer temperature don't worry too much-the | printer will slow its print speed or pause automatically if it begins | to get warm. You can also try giving your printer a break between | print sessions if it's continually showing as too warm. |  | (Back to top arrow button)",,
Hamburger_Menu_027,Hamburger Menu,27,,,Hamburger Menu,(Use the colored Print Quality Card) Button,1. Go to  How to & Help | 2. Go to Print Quality Tips and Tricks | 3. Press (Use the colored Print Quality Card),Scroll user to section,,
Hamburger_Menu_028,Hamburger Menu,28,,,Hamburger Menu,(Update the firmware) Button,1. Go to  How to & Help | 2. Go to Print Quality Tips and Tricks | 3. Press (Update the firmware),Scroll user to section,,
Hamburger_Menu_029,Hamburger Menu,29,,,Hamburger Menu,(Edit Photos) Button,1. Go to  How to & Help | 2. Go to Print Quality Tips and Tricks | 3. Press (Edit Photos),Scroll user to section,,
Hamburger_Menu_030,Hamburger Menu,30,,,Hamburger Menu,(Use HP Paper) Button,1. Go to  How to & Help | 2. Go to Print Quality Tips and Tricks | 3. Press (Use HP Paper),Redirects user to purchase page,,
Hamburger_Menu_031,Hamburger Menu,31,,,,Up Arrow Button,1. Go to  How to & Help | 2. Go to Print Quality Tips and Tricks | 3. Press up arrow,Sends user back to top of page,,
Hamburger_Menu_032,Hamburger Menu,32,,,Hamburger Menu,(Cool Down) Button,1. Go to  How to & Help | 2. Go to Print Quality Tips and Tricks | 3. Press (Cool Down),Scroll user to section,,
Hamburger_Menu_033,Hamburger Menu,33,,,Hamburger Menu,Help Page (What Paper Type?),1. Go to  Print Quality Tips and Tricks | 2. Go to What Paper Type?,"Page will appear"" |  | (Image) |  | Make sure to buy HP Sprocket Panaoram Photo | Paper Roll for use with HP Sprocket Panorama! |  | Tip: HP Sprocket Panorama is not comptible with  | other types of Sprocket Photo Paper.""",,
Hamburger_Menu_034,Hamburger Menu,34,,,Hamburger Menu,Help Page (View User Guide),1. Go to  Print Quality Tips and Tricks | 2. Go to View User Guide,Navigate to User Guide Page,,
Hamburger_Menu_035,Hamburger Menu,35,,,Hamburger Menu,Help Page (Visit Support Website),1. Go to  Print Quality Tips and Tricks | 2. Go to Visit Support Website,Navigate to support site,,
Hamburger_Menu_036,Hamburger Menu,36,,,Hamburger Menu,Help Page (Join Support Forum),1. Go to  How to & Help | 2. Go to Join Support Forum,Navigate to support forum,,
Hamburger_Menu_037,Hamburger Menu,37,,,Hamburger Menu,Help Page (Chat with HP Virtual Agent),1. Go to account How to & Help | 2. Go to Chat with HP Virtual Agent,Navigate to livechat site,,
Hamburger_Menu_038,Hamburger Menu,38,,,Hamburger Menu,Buy Paper Button,1. Go to Hamburger Menu | 2. Go to Buy Paper,Redirects user to purchase page,,
Hamburger_Menu_039,Hamburger Menu,39,,,Hamburger Menu,Legal & Privacy Page,1. Go to Hamburger Menu | 2. Go to Legal & Privacy,"Page will appear "" | <	Legal & Privacy |  | Data Collection Settings >  | Privacy > | End User Agreement > | Terms of Service > | Open Source Licenses >""",,
Hamburger_Menu_040,Hamburger Menu,40,,,Hamburger Menu,Data Collection Page,1. Go to Hamburger Menu | 2. Go to Legal & Privacy | 3. Go to Data Collection Settings,"Page will appear | "" | < Data Collection Settings | C&A MArketing, Inc (""C&A"") is tghe manufacturer of the Hp(R)  | Sprocket(R), under license from HP, Inc. C&A automatically collects  | and analyzes usage and technical data from your devices, as well | as any apps used to facilitate device operation and to manage | your relationship with C&A and better serve you by personalizing | your experiences and interactions with us. You can read more in | the sections titled What Data We Collect"" and ""How We Use | Data"" in the C&A Privacy Statement (HYPERLINK https:// | sprocketprinters.com/pages/privacy-statement). |  | [] Automatic Data Collection - Device and App | Alow device or app to automatically collect and send | usage and technical data to C&A, allow associated | devices updates, and enable printer setup. |  | [] Automatic Data Collection - Applications | C&A will collect app usage data through Google | Analytics. (HYPERLINK Learn more about google Analytics.) |  | Allow app to send usage data to C&A. "" ",,
Hamburger_Menu_041,Hamburger Menu,41,,,Hamburger Menu,Data Collection Page Checkboxes,1. Go to Hamburger Menu | 2. Go to Legal & Privacy | 3. Go to Data Collection Settings | 4. Check the feilds | 5. Go back to Legal & Privacy | 6. Go back to Data Collection Settings,The boxes should still be checked off. ,,
Hamburger_Menu_042,Hamburger Menu,42,,,Hamburger Menu,Privacy Page,1. Go to Hamburger Menu | 2. Go to Legal & Privacy | 3. Go to Privacy,Privacy page website should appear.,,
Hamburger_Menu_043,Hamburger Menu,43,,,Hamburger Menu,End User Agreement Page,1. Go to Hamburger Menu | 2. Go to Legal & Privacy | 3. Go to End User Agreement,End User Agreement page should appear.,,
Hamburger_Menu_044,Hamburger Menu,44,,,Hamburger Menu,Terms Of Service Page,1. Go to Hamburger Menu | 2. Go to Legal & Privacy | 3. Go to TOS Page,TOS page will appear,,
Hamburger_Menu_045,Hamburger Menu,45,,,Hamburger Menu,Open Source Licenses Page,1. Go to Hamburger Menu | 2. Go to Legal & Privacy | 3. Go to Open Source Licenses,Open Source Licenses page will appear,,
Hamburger_Menu_046,Hamburger Menu,46,,,Hamburger Menu,Manage Printers Page,1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected," | Page will appear | "" | <	Manage Printers |  | (+) Add New Printer |  | (\|) HP Sprocket Panorama (XX:XX)	> | """,,
Hamburger_Menu_047,Hamburger Menu,47,,,Hamburger Menu,Manage Printers HW Device Page,1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected | 3. Select Device,""" | <	HP Sprocket Panorama (XX:XX) | 		 | 		Settings | Custom Name	HP Sprocket Panorama (XX:XX)> | Sleep Timer	(Saved Setting) > | Auto Off	(Saved Setting)> | 		Status | Device State	(Status) | Battery		(Percentage) | 		Techincal Details | MAC Adress	(Mac Address) | Firmware Version	(Version) | Hardware Version	(Version) | Technical Information		> | """,,
Hamburger_Menu_048,Hamburger Menu,48,,,Hamburger Menu,Custom Name Feature,1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected | 3. Select Device | 4. Select Custom Name | 5. Change name,The name will change and reflect in app,,
Hamburger_Menu_049,Hamburger Menu,49,,,Hamburger Menu,Sleep Timer,"1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected | 3. Select Device | 4. Select Sleep Timer | 5.Select 10,5,3 minutes and wait for HW device to power off",Device will sleep based on set intervals,,
Hamburger_Menu_050,Hamburger Menu,50,,,Hamburger Menu,Sleep Timer,1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected | 3. Select Device | 4. Select Sleep Timer | 5.Select Always Awake,Device will never sleep and remain powered on fully until the battery dies,,
Hamburger_Menu_051,Hamburger Menu,51,,,Hamburger Menu,Auto Off,"1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected | 3. Select Device | 4. Select Auto Off | 5. Select 5,2,1 hour(s) and observe if the shutdown occurs",Device will power fully off based on set intervals,,
Hamburger_Menu_052,Hamburger Menu,52,,,Hamburger Menu,Auto Off,1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected | 3. Select Device | 4. Select Auto Off | 5. Select Always On,Device will remain powered on fully and will not power off until the battery dies ,,
Hamburger_Menu_053,Hamburger Menu,53,,,Hamburger Menu,Techincal Information,1. Go to Hamburger Menu | 2. Go to Manage Printers with a device connected | 3. Select Device | 4. Select Technical Information,Techincal info page will appear,,
LED_Scenarios_002,LED Scenarios,2,,,LED Senarios,Status Status LED Powered Off,1. Ensure Device is powered off,No light,,
LED_Scenarios_003,LED Scenarios,3,,,LED Senarios,Status LED Sleep,1. Ensure Device is in sleep mode,No light,,
LED_Scenarios_004,LED Scenarios,4,,,LED Senarios,Status LED Initial Startup,1. Power on and observe Status LED during startup,Cycle through all colors,,
LED_Scenarios_005,LED Scenarios,5,,,LED Senarios,Status LED Idle Printer Not Connected ,"1. Ensure Device is Powered on, fully booted, Idling and not connected","BRIGHT Blue, Blinking slow",,
LED_Scenarios_006,LED Scenarios,6,,,LED Senarios,Status LED Printer Connect Successfully,"1. Ensure Device is Powered on, fully booted, and connected | 2. Observe Status LED as soon as it connects","BRIGHT Blue, Blinking fast (3 times before turning Solid Blue )",,
LED_Scenarios_007,LED Scenarios,7,,,LED Senarios,Status LED Idle Printer Connected,"1. Ensure Device is Powered on, fully booted, Idling and connected | 2. Observe Status LED after connection sucessful flashing",Solid Blue,,
LED_Scenarios_008,LED Scenarios,8,,,LED Senarios,Status LED Printer Accepting Print Job,1. Send a print Job to connected device | 2. Observe the Status LED as it downloads the data,"BRIGHT Blue, Blinking fast (3 times before turning Solid Blue )",,
LED_Scenarios_009,LED Scenarios,9,,,LED Senarios,Status LED Printer Printing Photo After Job Accepted Fully ,1. Send a print Job to connected device | 2. Observe the Status LED as it begins to actually print,"BRIGHT Blue, Blinking slow",,
LED_Scenarios_010,LED Scenarios,10,,,LED Senarios,Status LED Ready to Cut,1. Send a print Job to connected device | 2. Observe the Status LED as app informs the user to cut the paper,"BRIGHT Green, Blinking fast",,
LED_Scenarios_011,LED Scenarios,11,,,LED Senarios,Status LED Overheat Detected,1. Send print Jobs to connected device until the printer begins to overheat | 2. Observe the Status LED as app informs user of overheating,"Red, Blinking slowly",,
LED_Scenarios_012,LED Scenarios,12,,,LED Senarios,Status LED Out of Paper,1. Send a print Job to connected device with no paper | 2. Observe the Status LED as app informs the user of no paper left ,"Red, Blinking slowly",,
LED_Scenarios_013,LED Scenarios,13,,,LED Senarios,Status LED Cover Open,1. Send a print Job to connected device with cover open | 2. Observe the Status LED as app informs the user of open cover,"Red, Blinking slowly",,
LED_Scenarios_014,LED Scenarios,14,,,LED Senarios,Status LED Paper Jam,1. Send a print Job to connected device and block the paper from exiting the printer | 2. Observe the Status LED as app informs the user of paper jam,"Red, Blinking slowly",,
LED_Scenarios_015,LED Scenarios,15,,,LED Senarios,Status LED Low Battery,1. Send a print Job to connected device with low battery | 2. Observe the Status LED as it informs user of low battery,"Red, Blinking slowly",,
LED_Scenarios_016,LED Scenarios,16,,,LED Senarios,Status LED Firmware Update,1. Initiate a firmware update | 2. Observe the Status LED as it updates,"BRIGHT Blue , Blinking fast",,
LED_Scenarios_017,LED Scenarios,17,,,LED Senarios,Charge LED USB Not Connected Full Charge ,1. Ensure Battery is in charge range of 90-100 percent | 2. Observe Charge LED,Green,,
LED_Scenarios_018,LED Scenarios,18,,,LED Senarios,Charge LED USB Not Connected Medium Charge ,1. Ensure Battery is in charge range of 16-89 percent | 2. Observe Charge LED,Amber,,
LED_Scenarios_019,LED Scenarios,19,,,LED Senarios,Charge LED USB Not Connected Low Charge ,1. Ensure Battery is in charge range of 4-15 percent | 2. Observe Charge LED,"Red, Blinking",,
LED_Scenarios_020,LED Scenarios,20,,,LED Senarios,Charge LED USB Connected Full Charge ,1. Ensure Battery is charging and in charge range of 90-100 percent | 2. Observe Charge LED,Green,,
LED_Scenarios_021,LED Scenarios,21,,,LED Senarios,Charge LED USB Connected Medium Charge ,1. Ensure Battery is charging and is in charge range of 16-99 percent | 2. Observe Charge LED,Amber,,
LED_Scenarios_022,LED Scenarios,22,,,LED Senarios,Charge LED USB Connected Low Charge ,1. Ensure Battery is charging and is in Low battery range 0-15 Percent | 2. Observe Charge LED,"Red, Blinking",,
